id,car_id,service_date,description,cost,odometer_reading
49628,527,2023-12-05,Engine diagnostic and tune-up,493.25,38334
49629,1190,2025-07-11,Full detailing and cleaning,525.02,43277
49630,14066,2023-01-15,Engine diagnostic and tune-up,82.65,14042
49631,6950,2025-03-03,Wheel alignment,248.65,25486
49632,13007,2026-02-15,Suspension repair,571.6,39403
49633,399,2025-04-11,Spark plug replacement,585.79,100182
49634,2410,2025-09-13,Suspension repair,711.03,22
49635,5200,2022-10-28,Full detailing and cleaning,220.35,44936
49636,14361,2026-03-31,Tire rotation and balancing,433.13,54203
49637,8647,2025-08-04,Full detailing and cleaning,375.7,81297
49638,14802,2023-05-18,Suspension repair,577.04,73352
49639,6883,2025-03-03,Brake pad replacement,93.96,4000
49640,7619,2024-07-26,Routine oil and filter change,941.53,34202
49641,11897,2024-08-17,Engine diagnostic and tune-up,421.77,20300
49642,10062,2023-06-13,Annual safety inspection,861.57,14940
49643,13070,2025-07-18,Transmission fluid flush,603.89,20203
49644,14893,2024-01-18,Wheel alignment,163.48,70051
49645,3419,2023-06-17,Full detailing and cleaning,411.88,31519
49646,12462,2022-09-23,Routine oil and filter change,537.01,42154
49647,2658,2026-02-23,Headlight replacement,803.88,7790
49648,2762,2023-09-04,Routine oil and filter change,739.3,13173
49649,1500,2025-11-25,Brake pad replacement,710.47,5517
49650,8165,2024-02-03,Headlight replacement,474.9,42439
49651,5812,2024-11-01,Headlight replacement,138.56,8882
49652,13702,2023-04-08,Suspension repair,411.06,465
49653,7146,2023-09-23,Air conditioning service,528.36,1614
49654,12769,2022-10-10,Engine diagnostic and tune-up,295.04,29
49655,14003,2022-10-13,Headlight replacement,437.75,23484
49656,3758,2025-05-12,Wheel alignment,765.37,51880
49657,389,2023-05-17,Engine diagnostic and tune-up,967.64,6332
49658,9779,2022-07-30,Windshield wiper replacement,189.8,62828
49659,5363,2025-05-24,Annual safety inspection,839.5,18779
49660,10681,2025-09-05,Headlight replacement,145.97,30645
49661,3033,2023-07-07,Routine oil and filter change,359.29,115729
49662,5690,2025-05-07,Annual safety inspection,551.07,75533
49663,13763,2023-03-12,Wheel alignment,95.22,11012
49664,4602,2024-04-30,Transmission fluid flush,812.76,1392
49665,11882,2022-10-24,Wheel alignment,72.55,49083
49666,12170,2025-06-19,Annual safety inspection,486.59,32582
49667,7352,2024-08-22,Engine diagnostic and tune-up,899.38,12042
49668,9402,2025-08-29,Annual safety inspection,828.12,18565
49669,5075,2024-11-18,Routine oil and filter change,159.06,82181
49670,737,2022-08-28,Brake pad replacement,577.16,246
49671,14270,2024-01-01,Transmission fluid flush,144.51,20599
49672,9107,2023-12-18,Tire rotation and balancing,534.12,5595
49673,9434,2026-05-01,Routine oil and filter change,447.63,10330
49674,13086,2024-08-31,Spark plug replacement,634.83,6162
49675,6016,2026-02-25,Tire rotation and balancing,987.03,45548
49676,5247,2023-07-17,Battery replacement,141.71,45619
49677,2183,2025-08-19,Suspension repair,233.03,16855
49678,3725,2022-12-23,Transmission fluid flush,129.65,8377
49679,13598,2022-10-14,Spark plug replacement,480.26,2263
49680,13146,2023-01-08,Annual safety inspection,572.27,35724
49681,3130,2023-07-01,Routine oil and filter change,724.74,12126
49682,11114,2024-12-26,Full detailing and cleaning,750.7,11284
49683,3202,2024-05-05,Battery replacement,544.37,53809
49684,9745,2024-01-16,Full detailing and cleaning,671.5,34315
49685,6523,2024-07-20,Engine diagnostic and tune-up,398.42,25166
49686,10508,2023-12-18,Routine oil and filter change,559.26,76598
49687,11253,2023-05-23,Brake pad replacement,524.43,110651
49688,10790,2025-01-12,Spark plug replacement,277.46,51959
49689,11614,2024-01-17,Air conditioning service,62.52,6869
49690,7277,2024-06-21,Suspension repair,875.59,26612
49691,6738,2024-11-23,Battery replacement,890.43,11243
49692,10933,2025-08-10,Routine oil and filter change,961.3,10252
49693,11295,2025-06-01,Annual safety inspection,201.28,104606
49694,11775,2024-01-25,Annual safety inspection,975.21,6955
49695,14400,2022-11-24,Spark plug replacement,387.05,2159
49696,5518,2022-11-08,Coolant system flush,288.02,13974
49697,14147,2026-04-22,Spark plug replacement,441.14,28241
49698,6478,2022-09-22,Transmission fluid flush,799.06,4047
49699,10244,2024-05-01,Spark plug replacement,218.09,30414
49700,12501,2026-04-07,Transmission fluid flush,861.01,23971
49701,3720,2024-10-16,Transmission fluid flush,104.69,22953
49702,4294,2025-07-09,Transmission fluid flush,657.33,145748
49703,7318,2024-09-20,Air conditioning service,96.79,3205
49704,9383,2023-06-14,Windshield wiper replacement,168.58,2824
49705,6705,2025-06-24,Suspension repair,351.32,21627
49706,676,2024-08-23,Air conditioning service,928.55,49617
49707,10807,2024-07-03,Headlight replacement,881.98,6585
49708,6847,2023-01-30,Spark plug replacement,799.71,14709
49709,4722,2022-07-28,Transmission fluid flush,866.74,4731
49710,10837,2022-08-08,Coolant system flush,671.84,180970
49711,11403,2024-10-22,Windshield wiper replacement,797.48,8456
49712,4514,2024-12-21,Full detailing and cleaning,681.02,104806
49713,12754,2025-05-05,Spark plug replacement,417.7,21528
49714,13982,2025-04-28,Suspension repair,64.68,78718
49715,14362,2024-01-07,Air conditioning service,240.94,2193
49716,409,2023-04-21,Transmission fluid flush,190.16,77536
49717,7750,2023-03-03,Headlight replacement,275.36,4510
49718,478,2023-12-31,Wheel alignment,997.79,53759
49719,8894,2022-09-07,Engine diagnostic and tune-up,615.63,18632
49720,965,2025-10-20,Air conditioning service,780.31,12201
49721,2415,2026-06-24,Transmission fluid flush,563.31,13472
49722,8623,2025-12-07,Suspension repair,482.28,5203
49723,4742,2022-07-21,Transmission fluid flush,821.65,5411
49724,10856,2024-07-07,Full detailing and cleaning,311.85,9922
49725,5316,2025-12-28,Routine oil and filter change,896.7,108897
49726,633,2025-05-21,Transmission fluid flush,866.6,2735
49727,10536,2024-12-28,Suspension repair,217.96,9285
49728,4168,2024-01-09,Engine diagnostic and tune-up,570.67,7421
49729,6409,2024-11-05,Tire rotation and balancing,124.39,89758
49730,6286,2023-06-08,Tire rotation and balancing,742.05,1456
49731,9092,2023-02-26,Brake pad replacement,421.01,24698
49732,14174,2025-06-27,Spark plug replacement,185.42,228
49733,13715,2025-12-30,Brake pad replacement,784.46,11940
49734,6602,2024-06-11,Suspension repair,380.57,3526
49735,9881,2024-02-06,Battery replacement,213.78,12712
49736,1939,2025-01-16,Spark plug replacement,766.71,7776
49737,9197,2025-04-12,Brake pad replacement,137.68,2173
49738,12611,2025-03-07,Suspension repair,60.97,20915
49739,11273,2024-05-24,Routine oil and filter change,798.91,21968
49740,4782,2024-02-11,Brake pad replacement,742.46,54837
49741,1757,2024-04-04,Spark plug replacement,693.27,30744
49742,3956,2025-05-26,Spark plug replacement,515.54,125290
49743,3687,2026-03-23,Tire rotation and balancing,428.04,17323
49744,8911,2024-01-04,Windshield wiper replacement,671.27,47060
49745,14342,2023-12-17,Air conditioning service,434.5,5745
49746,3296,2023-12-03,Full detailing and cleaning,445.03,4149
49747,9300,2024-09-02,Coolant system flush,502.35,3330
49748,8502,2024-11-27,Wheel alignment,343.25,4417
49749,4230,2023-09-16,Transmission fluid flush,240.99,31391
49750,4891,2025-03-03,Coolant system flush,952.57,91
49751,12095,2024-12-02,Engine diagnostic and tune-up,157.21,34607
49752,13303,2026-03-17,Routine oil and filter change,362.75,52838
49753,2706,2024-07-18,Annual safety inspection,93.36,128666
49754,6905,2023-06-22,Headlight replacement,343.47,3999
49755,12827,2022-11-29,Headlight replacement,320,45318
49756,371,2024-02-19,Brake pad replacement,403.47,19324
49757,3306,2022-08-18,Spark plug replacement,881.41,25
49758,6096,2024-12-02,Air conditioning service,523.13,22920
49759,12416,2022-11-29,Brake pad replacement,685.99,1082
49760,7278,2025-11-23,Routine oil and filter change,897.97,2643
49761,13710,2026-03-19,Battery replacement,847.18,21120
49762,5107,2023-06-30,Tire rotation and balancing,144.18,2053
49763,5126,2023-03-25,Annual safety inspection,637.35,710
49764,12789,2023-12-15,Brake pad replacement,851.87,191317
49765,9049,2024-01-19,Annual safety inspection,335.14,30143
49766,14442,2022-11-24,Engine diagnostic and tune-up,929.38,3723
49767,495,2024-08-06,Transmission fluid flush,700.14,2495
49768,739,2023-05-06,Coolant system flush,919.54,75767
49769,6946,2024-01-06,Transmission fluid flush,861.93,75631
49770,9210,2022-10-03,Full detailing and cleaning,219.92,122999
49771,10875,2025-09-18,Air conditioning service,196.33,1962
49772,7737,2023-05-08,Headlight replacement,955.99,51323
49773,10307,2023-10-05,Transmission fluid flush,409.39,95040
49774,13752,2023-07-10,Windshield wiper replacement,41.49,90719
49775,1610,2022-08-30,Transmission fluid flush,416.9,13246
49776,8831,2024-01-03,Suspension repair,526.77,96920
49777,6713,2023-02-09,Suspension repair,916.43,6729
49778,3065,2024-05-06,Windshield wiper replacement,319,97960
49779,4060,2025-09-16,Suspension repair,683.27,85408
49780,9219,2026-06-21,Battery replacement,309.03,108743
49781,7246,2026-02-27,Wheel alignment,767.89,22238
49782,3054,2024-04-03,Coolant system flush,986.4,2281
49783,1549,2025-03-08,Tire rotation and balancing,195.71,4953
49784,4651,2023-03-17,Windshield wiper replacement,598.99,9552
49785,13501,2025-07-28,Tire rotation and balancing,197.49,22460
49786,9409,2022-07-22,Annual safety inspection,525.19,10207
49787,8474,2023-11-18,Windshield wiper replacement,404.91,11136
49788,13617,2023-06-01,Air conditioning service,347.99,91
49789,9118,2023-04-19,Tire rotation and balancing,186.45,16280
49790,9982,2024-12-02,Brake pad replacement,875.42,103078
49791,5531,2025-07-29,Engine diagnostic and tune-up,195.38,35737
49792,13086,2023-03-10,Suspension repair,145.13,109802
49793,9799,2023-03-14,Air conditioning service,325.38,68685
49794,1743,2024-07-13,Routine oil and filter change,741.19,744
49795,10960,2026-06-15,Routine oil and filter change,119.24,2
49796,10634,2022-08-25,Wheel alignment,50.82,28191
49797,157,2022-11-07,Spark plug replacement,748.04,149541
49798,12319,2023-10-06,Battery replacement,146.08,15121
49799,10616,2025-05-29,Air conditioning service,266.15,6408
49800,6258,2024-11-06,Windshield wiper replacement,522.1,57146
49801,10104,2026-06-03,Transmission fluid flush,988.53,54106
49802,2083,2022-12-23,Air conditioning service,108.21,45501
49803,5846,2024-10-10,Coolant system flush,351.64,88722
49804,8582,2025-10-06,Engine diagnostic and tune-up,184.24,7546
49805,6367,2026-01-22,Full detailing and cleaning,128.68,32918
49806,11948,2022-08-27,Coolant system flush,645.19,6043
49807,13016,2022-08-04,Transmission fluid flush,646.61,68735
49808,10257,2026-02-24,Annual safety inspection,698.99,20874
49809,8879,2024-11-18,Headlight replacement,626.03,64729
49810,10870,2023-09-11,Air conditioning service,397.54,31611
49811,7634,2024-01-02,Tire rotation and balancing,848.07,12693
49812,1400,2022-09-28,Transmission fluid flush,339.15,2977
49813,375,2023-12-01,Tire rotation and balancing,903.48,16248
49814,7061,2023-10-11,Coolant system flush,952.47,11068
49815,6004,2024-11-16,Suspension repair,609.74,3255
49816,11035,2024-09-15,Engine diagnostic and tune-up,499.86,114378
49817,11297,2025-01-16,Annual safety inspection,261.34,35515
49818,11552,2024-05-22,Air conditioning service,718.86,2074
49819,9175,2023-06-27,Routine oil and filter change,744.51,5838
49820,2393,2024-08-30,Engine diagnostic and tune-up,586.1,44609
49821,14627,2025-05-10,Tire rotation and balancing,603.81,5971
49822,1071,2023-11-19,Battery replacement,585.22,22921
49823,105,2024-11-13,Coolant system flush,172.38,3021
49824,13439,2023-08-18,Annual safety inspection,682.87,41669
49825,4734,2024-08-14,Wheel alignment,921.54,167
49826,1317,2023-07-11,Suspension repair,794.71,44558
49827,6706,2022-11-23,Transmission fluid flush,983.44,1646
49828,5907,2023-01-15,Routine oil and filter change,619.38,6404
49829,1471,2024-06-12,Suspension repair,442.8,49000
49830,12546,2024-07-30,Routine oil and filter change,60.1,30373
49831,7181,2023-10-12,Coolant system flush,293.33,21128
49832,8173,2023-01-13,Air conditioning service,329.16,76180
49833,6738,2024-03-01,Spark plug replacement,206.91,6185
49834,7544,2024-10-02,Wheel alignment,806.49,26407
49835,10661,2023-06-29,Suspension repair,921.04,32875
49836,1739,2022-08-01,Air conditioning service,675.42,25548
49837,3496,2025-02-02,Windshield wiper replacement,282.79,38791
49838,6732,2025-12-30,Full detailing and cleaning,222.32,36348
49839,7526,2025-06-12,Suspension repair,441.32,8218
49840,2923,2024-10-18,Tire rotation and balancing,230.93,2928
49841,7154,2023-12-15,Transmission fluid flush,892.36,3350
49842,4877,2026-04-16,Annual safety inspection,441.86,2549
49843,9313,2023-09-26,Suspension repair,45.25,1333
49844,3081,2023-01-17,Coolant system flush,274.42,41238
49845,5495,2025-09-03,Annual safety inspection,968.64,1923
49846,13765,2025-02-18,Coolant system flush,842.06,38306
49847,2506,2023-12-18,Transmission fluid flush,146.52,1847
49848,535,2026-01-31,Suspension repair,126.37,13649
49849,3385,2022-10-22,Annual safety inspection,439.33,8993
49850,9725,2022-12-11,Tire rotation and balancing,309.34,33096
49851,14636,2023-10-23,Wheel alignment,381.63,5890
49852,4212,2022-09-02,Air conditioning service,349.43,117051
49853,6273,2025-04-13,Full detailing and cleaning,317.93,819
49854,9995,2026-06-16,Battery replacement,753.58,18496
49855,13839,2024-08-09,Spark plug replacement,305.83,78375
49856,6677,2023-10-07,Tire rotation and balancing,617.72,29748
49857,1737,2026-03-13,Air conditioning service,381.24,4788
49858,14733,2022-09-16,Tire rotation and balancing,956.91,2187
49859,4938,2026-05-16,Suspension repair,459.05,32636
49860,3898,2023-09-17,Full detailing and cleaning,921.36,35532
49861,10289,2023-03-14,Suspension repair,754.41,6055
49862,4138,2025-08-26,Brake pad replacement,533.3,20425
49863,12821,2023-05-21,Spark plug replacement,474.57,8785
49864,7557,2024-02-07,Battery replacement,916.32,34698
49865,10580,2023-07-06,Routine oil and filter change,534.79,11849
49866,2894,2025-10-01,Wheel alignment,80.69,100349
49867,13877,2025-01-17,Air conditioning service,76.91,2805
49868,8180,2023-04-20,Spark plug replacement,543.59,49740
49869,2236,2023-09-03,Brake pad replacement,832.59,95686
49870,1107,2025-12-01,Engine diagnostic and tune-up,93.8,41133
49871,14445,2026-03-14,Battery replacement,210.39,12120
49872,3186,2025-08-01,Headlight replacement,253.34,117920
49873,14046,2023-08-20,Transmission fluid flush,794.99,4538
49874,10535,2025-02-21,Brake pad replacement,214.09,37233
49875,6023,2025-02-19,Suspension repair,729.63,7157
49876,12383,2026-05-27,Full detailing and cleaning,476.86,1961
49877,8659,2025-02-28,Battery replacement,255.64,5176
49878,2480,2024-05-02,Tire rotation and balancing,168.59,1380
49879,1291,2025-07-21,Air conditioning service,917.85,41020
49880,6025,2024-08-25,Wheel alignment,463.59,18889
49881,13189,2026-02-02,Tire rotation and balancing,674.27,1172
49882,3323,2023-04-08,Coolant system flush,185.34,73517
49883,5336,2026-06-28,Full detailing and cleaning,785.76,18010
49884,7096,2026-04-22,Transmission fluid flush,651.5,11680
49885,3797,2024-11-15,Spark plug replacement,684.3,102023
49886,12603,2024-09-26,Windshield wiper replacement,667.14,37591
49887,10623,2026-05-07,Battery replacement,928.87,38735
49888,1833,2024-11-08,Transmission fluid flush,146.07,81583
49889,7678,2023-12-24,Routine oil and filter change,423.1,47091
49890,3034,2026-04-30,Spark plug replacement,542.91,34033
49891,6141,2023-02-10,Battery replacement,83.62,19470
49892,12015,2024-10-20,Battery replacement,841.09,49392
49893,2825,2026-03-28,Full detailing and cleaning,456.04,4066
49894,352,2024-10-12,Annual safety inspection,344.13,7576
49895,1335,2025-05-30,Full detailing and cleaning,169.85,65234
49896,10768,2024-02-05,Air conditioning service,799.82,56
49897,8141,2024-06-30,Wheel alignment,741.86,24803
49898,4648,2022-12-01,Transmission fluid flush,339.18,13972
49899,9839,2023-06-21,Transmission fluid flush,118.35,9777
49900,8070,2026-04-12,Battery replacement,492.54,29133
49901,418,2025-04-15,Brake pad replacement,743.37,12326
49902,8123,2026-01-23,Air conditioning service,284.7,17553
49903,4792,2022-09-17,Wheel alignment,461.1,93037
49904,13006,2022-10-20,Wheel alignment,235.26,18406
49905,7796,2026-01-30,Engine diagnostic and tune-up,801.73,42924
49906,2281,2023-12-07,Headlight replacement,332.93,44819
49907,5375,2025-10-28,Suspension repair,685.01,20516
49908,10509,2025-01-08,Wheel alignment,862.8,12801
49909,3449,2025-06-26,Battery replacement,199.46,32503
49910,12276,2023-02-03,Routine oil and filter change,727.41,11050
49911,7242,2026-02-23,Wheel alignment,636.87,87145
49912,168,2024-11-28,Headlight replacement,632.01,6952
49913,6558,2025-10-10,Battery replacement,713.72,28216
49914,1713,2023-04-09,Full detailing and cleaning,657.52,673
